word,lemma,pos,dialect,meaning_id,meaning_2,example,source
belo ima,belo ima,,Sasak Umum,panjang tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belo raos,belo raos,,Sasak Umum,panjang bicara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beloh,beloh,,Sasak Umum,besar (bola mata),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belohan,belohan,,Sasak Umum,lebih besar/agak besar (bola mata),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belok,belok,,Sasak Umum,orang yg dapat diperbodoh karena senang disanjung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belong,belong,,Sasak Umum,leher,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belong kelambi,belong kelambi,,Sasak Umum,kerah baju,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belong kocor,belong kocor,,Sasak Umum,leher kendi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belot,belot,,Sasak Umum,telan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belot bontol,belot bontol,,Sasak Umum,telan bulat-bulat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"belubuk, belukbuk",belubuk,,Sasak Umum,bakar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belèkâ,belèkâ,,Sasak Umum,nama desa di Kecamatan Praya Timur Lombok Tengah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belèlèng,belèlèng,,Sasak Umum,sejenis gandum,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belèncek; belincek,belèncek,,Sasak Umum,"cecak: bakatku si pénéq , aku kena oleh kencing cecak",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belèq,belèq,,Sasak Umum,lebar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"belèqa(n,g)",belèqa(n,,Sasak Umum,besarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belèqan,belèqan,,Sasak Umum,lebih besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belék; belik,belék,,Sasak Umum,kaleng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beléncang,beléncang,,Sasak Umum,belenggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
belér,belér,,Sasak Umum,genit; binal; lincah; mata kerancang; hidung belang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beléran,beléran,,Sasak Umum,lebih genit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bemamiq,bemamiq,,Sasak Umum,berayah; memanggil mamiq,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
benang,benang,,Sasak Umum,tali yg terbuat dari benang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
benda,benda,,Sasak Umum,harta benda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bengaq,bengaq,,Sasak Umum,heran; takjub,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berabah,berabah,,Sasak Umum,mempunyai abah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"beradal, beradal-adal",beradal,,Sasak Umum,ber-embun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradap,beradap,,Sasak Umum,beradab; mempunyai sopan santun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradas,beradas,,Sasak Umum,bumbu/obat yang dicampur adas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradat,beradat,,Sasak Umum,beradab,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradiq,beradiq,,Sasak Umum,mempunyai adik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berado-ado,berado-ado,,Sasak Umum,mengucapkan kata ado sewaktu berkata-kata,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradu,beradu,,Sasak Umum,berlaga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beradéng-adéng,beradéng-adéng,,Sasak Umum,berlambat-lambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beragol,beragol,,Sasak Umum,berlagu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berahat,berahat,,Sasak Umum,berhari Ahad; pergi ke pasaran hari Ahad,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beraip,beraip,,Sasak Umum,mempunyai cela,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beraiq,beraiq,,Sasak Umum,berair,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berajah, belajah",berajah,,Sasak Umum,belajar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berajak-ajak,berajak-ajak,,Sasak Umum,bergerak selangkah maju-mundur untuk memancing lawan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berajat,berajat,,Sasak Umum,berhajat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berakah,berakah,,Sasak Umum,berakar; punya akar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berakal,berakal,,Sasak Umum,berakal; nakal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berakat,berakat,,Sasak Umum,berakad,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beralamat,beralamat,,Sasak Umum,beralamat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beralasan,beralasan,,Sasak Umum,dng alasan; beralasan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beralet,beralet,,Sasak Umum,menggunakan alet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berali-ali,berali-ali,,Sasak Umum,memakai cincin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beralis,beralis,,Sasak Umum,membuat alis (dr potlot alis),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beraluat,beraluat,,Sasak Umum,bertafakur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beramal,beramal,,Sasak Umum,beramal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beramaq,beramaq,,Sasak Umum,berayah; memanggil ayah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berambisan,berambisan,,Sasak Umum,gak mirip,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berambè,berambè,,Sasak Umum,mengucapkan kata 'ambe' (amin),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beramet,beramet,,Sasak Umum,berbanyak-banyak (berusaha atau berihtiar),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beramin,beramin,,Sasak Umum,mengucapkan kata 'amin'; beramin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berampes,berampes,,Sasak Umum,berantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berampesa(n,g)",berampesa(n,,Sasak Umum,saling hantam; saling tabrak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berampik,berampik,,Sasak Umum,mempunyai teras,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berampét,berampét,,Sasak Umum,berkipas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranak,beranak,,Sasak Umum,mempunyai anak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berancak,berancak,,Sasak Umum,menggunakan ancak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berandanga(n,g)",berandanga(n,,Sasak Umum,berhadapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berandong,berandong,,Sasak Umum,naik dokar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berandosa(n,g)",berandosa(n,,Sasak Umum,saling serempet; bersentuhan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranduk,beranduk,,Sasak Umum,berhanduk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berandè-andè,berandè-andè,,Sasak Umum,berandai-andai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berangen,berangen,,Sasak Umum,cinta; sayang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranget,beranget,,Sasak Umum,berhangat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranggar,beranggar,,Sasak Umum,berencana,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"beranggepa(n,g)",beranggepa(n,,Sasak Umum,beranggapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berangsel,berangsel,,Sasak Umum,bernapas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berangsuh,berangsuh,,Sasak Umum,mencicil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranjah,beranjah,,Sasak Umum,bertangga; memakai tangga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranjah-anjah,beranjah-anjah,,Sasak Umum,bertangga-tangga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berantem,berantem,,Sasak Umum,berhantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berantem-antema(n,g)",berantem-antema(n,,Sasak Umum,ber-hantam-hantaman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berantep-antep,berantep-antep,,Sasak Umum,dikipas-kipasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beranting-anting,beranting-anting,,Sasak Umum,beranting-anting,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berantiqa(n,g)",berantiqa(n,,Sasak Umum,berpegangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berantuq-antuqa(n,g)",berantuq-antuqa(n,,Sasak Umum,saling tarik menarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"berantuqa(n,g)",berantuqa(n,,Sasak Umum,saling tarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berantâ-antâ,berantâ-antâ,,Sasak Umum,berulang-ulang mengatakan ”antâ”,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berapak-apak,berapak-apak,,Sasak Umum,menghentak-hentakkan kaki di tanah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berapi,berapi,,Sasak Umum,berapi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berapus,berapus,,Sasak Umum,berboreh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berapèq-apèq,berapèq-apèq,,Sasak Umum,rapi-rapikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beraro-aro,beraro-aro,,Sasak Umum,beraduh-aduh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berasil,berasil,,Sasak Umum,berhasil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berasèq-asèq,berasèq-asèq,,Sasak Umum,meminta dengan penuh harap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beratas,beratas,,Sasak Umum,menuju atas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beratep,beratep,,Sasak Umum,beratap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beratong,beratong,,Sasak Umum,mengantar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beratur,beratur,,Sasak Umum,mengatur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
beratè,beratè,,Sasak Umum,berhati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berawas,berawas,,Sasak Umum,mengawasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berawékan,berawékan,,Sasak Umum,bertarikan; saling tarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
berugaq,berugaq,,Sasak Umum,(By) balai-balai agung untuk upacara adat yang bertiang enam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"besambila(n,g)",besambila(n,,Sasak Umum,menyambil-kan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
besemamâ,besemamâ,,Sasak Umum,bersuami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"besemamâ-mamâa(n,g)",besemamâ-mamâa(n,,Sasak Umum,ber-suami-suamian (kumpul kebo),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"betampet, nampet",betampet,,Sasak Umum,meng-gunakan baju tampet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bideng,bideng,,Sasak Umum,hitam manis,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bideng asin,bideng asin,,Sasak Umum,hitam manis,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bis,bis,,Sasak Umum,kehabisan akal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bong,bong,,Sasak Umum,gentong yang berpancuran (biasanya tempat berwuduk),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
buaq,buaq,,Sasak Umum,buah ara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bukaq,bukaq,,Sasak Umum,membuka aib,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bulan bubur,bulan bubur,,Sasak Umum,bulan bubur merah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
buluan,buluan,,Sasak Umum,rambutan acih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bâ,bâ,,Sasak Umum,sebuah kata seru,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bâ Ar,bâ ar,,Sasak Umum,nama huruf dalam abjad Arab (?),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bè,bè,,Sasak Umum,kata seru; wahai; merupakan kata panggilan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèdâ,bèdâ,,Sasak Umum,beda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bèdâa(n,g)",bèdâa(n,,Sasak Umum,bedakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèkèq,bèkèq,,Sasak Umum,dan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèlo = lantan,bèlo = lantan,,Sasak Umum,panjang; lama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bèloa(n,g)",bèloa(n,,Sasak Umum,panjangkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèloan,bèloan,,Sasak Umum,lebih panjang; agak panjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèlâ,bèlâ,,Sasak Umum,bela,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèwèn,bèwèn,,Sasak Umum,cabang banten,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bèâ,bèâ,,Sasak Umum,biaya; tanggung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
béang,béang,,Sasak Umum,pirang; merah (rambut),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
béaq,béaq,,Sasak Umum,merah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"béaq, bebéaq",béaq,,Sasak Umum,"anak-anak; anak mamâ, anak laki-laki; ninâ, anak perempuan",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébas,bébas,,Sasak Umum,bebas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bébasa(n,g)",bébasa(n,,Sasak Umum,bebaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébasan,bébasan,,Sasak Umum,lebih bebas; agak bebas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébék,bébék,,Sasak Umum,panas; sumuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébék; bébik,bébék,,Sasak Umum,itik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébékan,bébékan,,Sasak Umum,kesumukan; kepanasan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bébér,bébér,,Sasak Umum,beber,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bébéra(n,g)",bébéra(n,,Sasak Umum,beberkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bécang,bécang,,Sasak Umum,belenggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bédeng; bideng; bireng,bédeng,,Sasak Umum,hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bédenga(n,g)",bédenga(n,,Sasak Umum,hitamkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bédengan,bédengan,,Sasak Umum,lebih hitam; agak hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bédengin,bédengin,,Sasak Umum,hitami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bégal; bégalan; bebégalan,bégal,,Sasak Umum,perampok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bégaq = luèq; loèq,bégaq = luèq,,Sasak Umum,banyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"bégaqa(n,g)",bégaqa(n,,Sasak Umum,banyakkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bégaqan,bégaqan,,Sasak Umum,agak/lebih banyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
békot,békot,,Sasak Umum,tipu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bél,bél,,Sasak Umum,bel,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"béla(n,g)",béla(n,,Sasak Umum,belkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélang; belér,bélang,,Sasak Umum,genit; binal; lincah; mata kerancang; hidung belang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélangan,bélangan,,Sasak Umum,lebih binal; agak binal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélot,bélot,,Sasak Umum,cair,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélotan,bélotan,,Sasak Umum,lebih cair; lebih lemah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélék; bélik,bélék,,Sasak Umum,becek; lunak; lemas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
bélékan,bélékan,,Sasak Umum,lebih becek/lunak/lemas; agak becek/lunak/lemas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
cicik,cicik,,Sasak Umum,jajan dari ubi iris,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
cucuk,cucuk,,Sasak Umum,mulut babi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dadang,dadang,,Sasak Umum,nama penyakit perempuan yang baru melahirkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dasan,dasan,,Sasak Umum,nama desa di kecamatan Ma-taram,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dateng,dateng,,Sasak Umum,datang ajal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
datu,datu,,Sasak Umum,pemerintah Belanda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
daun,daun,,Sasak Umum,daun ara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dengan,dengan,,Sasak Umum,orang Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dewek; kaji; tiang,dewek,,Sasak Umum,(hls) aku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"dewâ, ratu",dewâ,,Sasak Umum,gelar Anak Agung; panggilan penghormatan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
doè,doè,,Sasak Umum,harta kekayaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
durin,durin,,Sasak Umum,duri belatung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"duâ , domas",duâ,,Sasak Umum,delapan ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
dèâ,dèâ,,Sasak Umum,sejenis capung besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
emas,emas,,Sasak Umum,cincin emas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
empaq,empaq,,Sasak Umum,ikan bandeng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
endaraq,endaraq,,Sasak Umum,tidak ada harapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
endèq,endèq,,Sasak Umum,tidak ingat; lupa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
endèq diriq,endèq diriq,,Sasak Umum,tidak ingat diri; pingsan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
endèqnâ kurang,endèqnâ kurang,,Sasak Umum,"tidak kekurangan terasi (maksudnya: terlalu banyak aksi, tidak sesuai dengan kemampuan)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
enggih,enggih,,Sasak Umum,(hls) ya; jawaban panggilan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
epi,epi,,Sasak Umum,api,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
epi neraka,epi neraka,,Sasak Umum,api neraka,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"galih, galin",galih,,Sasak Umum,kayu asam yang benar-benar sudah tua,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
gerik,gerik,,Sasak Umum,omelan yang diucapkan terus menerus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
gigih,gigih,,Sasak Umum,anak tangga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"gorong, korong",gorong,,Sasak Umum,alat untuk memikul jenazah ke kuburan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
gédéng,gédéng,,Sasak Umum,daun banten,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
haji,haji,,Sasak Umum,haji yg pelaksanaan wukufnya bertepatan dng hari Jumat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
idup matè,idup matè,,Sasak Umum,hidup atau mati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ilmu,ilmu,,Sasak Umum,ilmu alam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
inan,inan,,Sasak Umum,tokoh/ahli membuat penyakit ilmu hitam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
inaq,inaq,,Sasak Umum,ibu bapak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
inaq akon,inaq akon,,Sasak Umum,ibu angkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ineman,ineman,,Sasak Umum,minuman anggur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
inget,inget,,Sasak Umum,lupa sama sekali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
iroq,iroq,,Sasak Umum,sedih sekali; pilu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
isin,isin,,Sasak Umum,penghuni hutan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jangan,jangan,,Sasak Umum,sayur ares,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jangan bawi,jangan bawi,,Sasak Umum,daging babi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jangan kelaq,jangan kelaq,,Sasak Umum,sayur basi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jelo,jelo,,Sasak Umum,(Slp) hari,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jelo hat,jelo hat,,Sasak Umum,hari ahad,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jero,jero,,Sasak Umum,wakil keliang dinas yang bertugas antara lain menyampaikan pengumuman kepada warga kampung (desa),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jol,jol,,Sasak Umum,mual,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jual,jual,,Sasak Umum,menyewakan sawah hanya satu musim kemarau (6 bulan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
juaq,juaq,,Sasak Umum,saja,barang siapa; sembarang orang,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
julu,julu,,Sasak Umum,ke depan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
jumadil,jumadil,,Sasak Umum,bulan keenam dalam kalender Islam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)abot,kabot,,Sasak Umum,sangat malas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)adéng,kadéng,,Sasak Umum,sangat lambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)aget,kaget,,Sasak Umum,sangat untung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)aman,kaman,,Sasak Umum,sangat aman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)angker,kangker,,Sasak Umum,sangat angker,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)anyir,kanyir,,Sasak Umum,sangat bosan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)apik,kapik,,Sasak Umum,sangat hati-hati; sangat teliti; sangat cermat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
k(e)asinan,kasinan,,Sasak Umum,terlalu asin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kadaq,kadaq,,Sasak Umum,buang air (berak atau kencing),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kajum-kajuman,kajum-kajuman,,Sasak Umum,agak senang disanjung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kajuman,kajuman,,Sasak Umum,senang disanjung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kajumin,kajumin,,Sasak Umum,sanjungi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kakoq,kakoq,,Sasak Umum,gigit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kali,kali,,Sasak Umum,pelangi (di langit bila hujan mau turun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kalungin,kalungin,,Sasak Umum,ternaung (sehingga tidak kena sinar),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
kanak,kanak,,Sasak Umum,anak muda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
