word,lemma,pos,dialect,meaning_id,meaning_2,example,source
t(e)adasang,tadasang,,Sasak Umum,obat/bumbu yang ditaruhkan adas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adata(n,g)",tadata(n,,Sasak Umum,diadatkan; dikerjakan secara turun temurun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adilin,tadilin,,Sasak Umum,diadili,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adok,tadok,,Sasak Umum,diadu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adoka(n,g)",tadoka(n,,Sasak Umum,diperagakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adokang, teperadok",tadokang,,Sasak Umum,di-adukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adon,tadon,,Sasak Umum,diatur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adona(n,g)",tadona(n,,Sasak Umum,disaringkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adu, t(e)adua(n,g)",tadu,,Sasak Umum,di-adukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aduk,taduk,,Sasak Umum,diaduk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adèq,tadèq,,Sasak Umum,ditinggalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adèqa(n,g)",tadèqa(n,,Sasak Umum,ditinggalkan; dibiarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adéng-adénga(n,g)",tadéng-adénga(n,,Sasak Umum,dipe-lan-pelankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)adénga(n,g)",tadénga(n,,Sasak Umum,dilambatkan; diperlambatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)agiq,tagiq,,Sasak Umum,disendok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)agiqa(n,g)",tagiqa(n,,Sasak Umum,disendokkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)agola(n,g)",tagola(n,,Sasak Umum,dilagukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)agum,tagum,,Sasak Umum,dikelaim sbg milik orang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)agunga(n,g)",tagunga(n,,Sasak Umum,diagungkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aiqa(n,g)",taiqa(n,,Sasak Umum,diberi/ dimasukkan air ke tempat sesuatu yang dalam/berlubang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ajah,tajah,,Sasak Umum,diajar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ajaha(n,g)",tajaha(n,,Sasak Umum,diajarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ajahin,tajahin,,Sasak Umum,diajari,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ajaqin, t(e)ajaq-t(e)ajaq in",tajaqin,,Sasak Umum,dibohongi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ajara(n,g)",tajara(n,,Sasak Umum,dikendalikan (ikan yang terkena mata kail),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aji,taji,,Sasak Umum,dikaji,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ajia(n,g)",tajia(n,,Sasak Umum,diajikan (dibacakan ayat-ayat suci Alquran) bagi orang sakaratul maut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ajonga(n,g)",tajonga(n,,Sasak Umum,benda yang dibawa digerakkan menurut lambaian tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ajum,tajum,,Sasak Umum,disanjung,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)akala(n,g)",takala(n,,Sasak Umum,diakalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)akalin,takalin,,Sasak Umum,diakali; ditipu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)akata(n,g)",takata(n,,Sasak Umum,diakadkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)akon,takon,,Sasak Umum,"diangkat orang lain menjadi anak, saudara, ayah, ibu, nenek atau kakek sendiri",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)akora(n,g)",takora(n,,Sasak Umum,diakurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)akua(n,g)",takua(n,,Sasak Umum,disahuti dng kata aku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)akuq,takuq,,Sasak Umum,dikelaim,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)akuq-akuq,takuq-akuq,,Sasak Umum,dikelaim tanpa bukti yg kuat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alala(n,g)",talala(n,,Sasak Umum,dihalalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alamin,talamin,,Sasak Umum,dialami; dirasakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alangin,talangin,,Sasak Umum,dihalangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alema(n,g)",talema(n,,Sasak Umum,diawasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aleta(n,g)",taleta(n,,Sasak Umum,ditaruhkan alet di bawah makanan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aling-alinga(n,g)",taling-alinga(n,,Sasak Umum,dike-ring-keringkan dng diangin-anginkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alir,talir,,Sasak Umum,dibawa masuk (barang),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alira(n,g)",talira(n,,Sasak Umum,dialirkan (air); dibawa masuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aloka(n,g)",taloka(n,,Sasak Umum,dianjurkan; didorong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alona(n,g)",talona(n,,Sasak Umum,dilambankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alongin,talongin,,Sasak Umum,dikurangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alu,talu,,Sasak Umum,dije\\mput; disongsong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)alu-aluin,talu-aluin,,Sasak Umum,dibiasakan oleh-oleh; dioleh-olehi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aluha(n,g)",taluha(n,,Sasak Umum,dilambatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alung, t(e)alungin",talung,,Sasak Umum,di-naungi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alur, t(e)alura(n,g)",talur,,Sasak Umum,di-biarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)alusa(n,g)",talusa(n,,Sasak Umum,dihaluskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aléh,taléh,,Sasak Umum,dipindah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)aléha(n,g)",taléha(n,,Sasak Umum,dipindahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amah,tamah,,Sasak Umum,dimakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)amala(n,g)",tamala(n,,Sasak Umum,dipraktikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)amana(n,g)",tamana(n,,Sasak Umum,diamankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amarin,tamarin,,Sasak Umum,diamari,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amasin,tamasin,,Sasak Umum,dibela,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambal,tambal,,Sasak Umum,diberondong dng berjalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ambara(n,g)",tambara(n,,Sasak Umum,dibebaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambel,tambel,,Sasak Umum,diikat (padi),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amben,tamben,,Sasak Umum,diberondong (dng tali),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambeng,tambeng,,Sasak Umum,diborong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambenin,tambenin,,Sasak Umum,dibuatkan serambi; diberikan serambi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ambila(n,g), tesambila(n,g)",tambila(n,,Sasak Umum,disambilkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambongin,tambongin,,Sasak Umum,diserati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ambula(n,g)",tambula(n,,Sasak Umum,diizinkan (tanpa keikhlasan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambuq,tambuq,,Sasak Umum,dicium (bau),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambuqin,tambuqin,,Sasak Umum,diciumi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ambur-ambura(n,g)",tambur-ambura(n,,Sasak Umum,di-hambur-hamburkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ambés,tambés,,Sasak Umum,diserempet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ameng-ameng,tameng-ameng,,Sasak Umum,dimakan lumat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amer,tamer,,Sasak Umum,dihantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ames,tames,,Sasak Umum,diremas; dibuat santan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amet,tamet,,Sasak Umum,dilempar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)amina(n,g)",tamina(n,,Sasak Umum,diaminkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)amiqa(n,g)",tamiqa(n,,Sasak Umum,diamiqkan; dipanggil dng sebutan mamiq,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amok,tamok,,Sasak Umum,diremas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amongin,tamongin,,Sasak Umum,dimulaikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ampaha(n,g)",tampaha(n,,Sasak Umum,diremehkan; dianggap enteng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amparin,tamparin,,Sasak Umum,disemai (bibit padi),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampes,tampes,,Sasak Umum,dihantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ampesa(n,g)",tampesa(n,,Sasak Umum,dihantamkan; dihempaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampetin,tampetin,,Sasak Umum,ditutupi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ampia(n,g)",tampia(n,,Sasak Umum,disisihkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampikin,tampikin,,Sasak Umum,dibuatkan teras,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampokin,tampokin,,Sasak Umum,digemboki; dikunci,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampukin,tampukin,,Sasak Umum,dibubuhi warna violet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ampuna(n,g)",tampuna(n,,Sasak Umum,diampuni,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampét,tampét,,Sasak Umum,dikipas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ampéta(n,g)",tampéta(n,,Sasak Umum,dikipaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ampétin,tampétin,,Sasak Umum,dikipasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)amuk,tamuk,,Sasak Umum,diamuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anaka(n,g)",tanaka(n,,Sasak Umum,dilahirkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ancot,tancot,,Sasak Umum,disetubuhi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)andangin,tandangin,,Sasak Umum,dihadapkan ke,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andara(n,g)",tandara(n,,Sasak Umum,diarahkan ke,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)andek,tandek,,Sasak Umum,ditahan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andeka(n,g)",tandeka(n,,Sasak Umum,ditahankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andela(n,g)",tandela(n,,Sasak Umum,diandalkan; diharapkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andikâa(n,g)",tandikâa(n,,Sasak Umum,dikatakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andonga(n,g)",tandonga(n,,Sasak Umum,dibawa dng dokar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)andos,tandos,,Sasak Umum,diserempet; disentuh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)andukin,tandukin,,Sasak Umum,dihanduki,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)andèa(n,g)",tandèa(n,,Sasak Umum,diandaikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angetin,tangetin,,Sasak Umum,dihangati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anggah,tanggah,,Sasak Umum,ditunda pembayaran barang orang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anggara(n,g)",tanggara(n,,Sasak Umum,direncanakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anggep,tanggep,,Sasak Umum,dianggap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anggopa(n,g)",tanggopa(n,,Sasak Umum,dibuat orang lain jadi gentar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anggoqa(n,g)",tanggoqa(n,,Sasak Umum,dianggukkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)angguq; t(e)angguq-angguqa(n,g)",tangguq,,Sasak Umum,diangguk-anggukkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anggura(n,g)",tanggura(n,,Sasak Umum,dibiarkan duduk berdiam (tanpa suguhan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anginan, t(e)angin-angina(n,g)",tanginan,,Sasak Umum,diangin-anginkan (agar cepat kering),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angkat,tangkat,,Sasak Umum,diangkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)angkata(n,g)",tangkata(n,,Sasak Umum,diangkatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angkon,tangkon,,Sasak Umum,diangkat anak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angkot-angkot,tangkot-angkot,,Sasak Umum,terengah-engah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angkus-angkus,tangkus-angkus,,Sasak Umum,disedot,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angkut,tangkut,,Sasak Umum,diangkut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angsor,tangsor,,Sasak Umum,dibilas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)angsora(n,g)",tangsora(n,,Sasak Umum,dibilaskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angsuh,tangsuh,,Sasak Umum,dicicil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angsul,tangsul,,Sasak Umum,disusuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angsur,tangsur,,Sasak Umum,diangsur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angsurang,tangsurang,,Sasak Umum,diangsurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)angét,tangét,,Sasak Umum,dikunyah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)angéta(n,g)",tangéta(n,,Sasak Umum,dikunyahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aniayaq,taniayaq,,Sasak Umum,dianiaya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anjahin,tanjahin,,Sasak Umum,digunakan; memakai tangga (untuk naik),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anjar,tanjar,,Sasak Umum,ditebar; disebar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anjara(n,g)",tanjara(n,,Sasak Umum,ditebarkan; disebarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anjeka(n,g)",tanjeka(n,,Sasak Umum,ditegakkan; ditancapkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anjenga(n,g)",tanjenga(n,,Sasak Umum,didirikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anjoka(n,g)",tanjoka(n,,Sasak Umum,didorong untuk berani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anjur-anjura(n,g)",tanjur-anjura(n,,Sasak Umum,didorong (diberi semangat),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anjurang,tanjurang,,Sasak Umum,dianjurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ansuh,tansuh,,Sasak Umum,diangkut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)ansuha(n,g)",tansuha(n,,Sasak Umum,diangkutkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antem,tantem,,Sasak Umum,dihantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)antema(n,g)",tantema(n,,Sasak Umum,dihantamkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antep,tantep,,Sasak Umum,dikipas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antih,tantih,,Sasak Umum,ditunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anting-antingin,tanting-antingin,,Sasak Umum,dianting-antingi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antiq,tantiq,,Sasak Umum,dipegang; dibawa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)antiqa(n,g)",tantiqa(n,,Sasak Umum,dibawakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anton,tanton,,Sasak Umum,ditarik (dari atas),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antos,tantos,,Sasak Umum,ditunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)antuq,tantuq,,Sasak Umum,ditarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)antuqa(n,g)",tantuqa(n,,Sasak Umum,ditarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)antâa(n,g)",tantâa(n,,Sasak Umum,dikamukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)anuq,tanuq,,Sasak Umum,"dipukul, diganggu, dsb sesuai dgn konteks",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)anuqa(n,g)",tanuqa(n,,Sasak Umum,"dipukulkan, dibuatkan, dsb sesuai dgn konteks",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apah,tapah,,Sasak Umum,diberi alas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)apaha(n,g)",tapaha(n,,Sasak Umum,diberikan alas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apal,tapal,,Sasak Umum,dihapal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)apala(n,g)",tapala(n,,Sasak Umum,dihapalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)apika(n,g)",tapika(n,,Sasak Umum,diperlakukan dengan hati-hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apin,tapin,,Sasak Umum,diberi api,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apit,tapit,,Sasak Umum,diapit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)apita(n,g)",tapita(n,,Sasak Umum,diapitkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apuh,tapuh,,Sasak Umum,dikapuri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apurin,tapurin,,Sasak Umum,dikapuri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apus,tapus,,Sasak Umum,dihapus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)apusa(n,g)",tapusa(n,,Sasak Umum,dihapuskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apusin,tapusin,,Sasak Umum,diborehi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)apèq,tapèq,,Sasak Umum,dirapikan; ditata,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arah,tarah,,Sasak Umum,diajak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aranin,taranin,,Sasak Umum,dinamai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)araqa(n,g)",taraqa(n,,Sasak Umum,diadakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arat,tarat,,Sasak Umum,digembala,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)arata(n,g)",tarata(n,,Sasak Umum,digembalakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arem,tarem,,Sasak Umum,dierami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arep,tarep,,Sasak Umum,diharap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)arepa(n,g)",tarepa(n,,Sasak Umum,diharapkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arok,tarok,,Sasak Umum,dimasukkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)arot,tarot,,Sasak Umum,digigit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)artiang,tartiang,,Sasak Umum,diartikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)arusa(n,g)",tarusa(n,,Sasak Umum,diharuskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aréq,taréq,,Sasak Umum,ditinggalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)asaha(n,g)",tasaha(n,,Sasak Umum,diratakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)asaq,tasaq,,Sasak Umum,diasah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aser,taser,,Sasak Umum,dilagukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)asera(n,g)",tasera(n,,Sasak Umum,dilagukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)atasa(n,g)",tatasa(n,,Sasak Umum,diataskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)ater,tater,,Sasak Umum,diantar (makanan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)atera(n,g)",tatera(n,,Sasak Umum,diantarkan (makanan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)atong,tatong,,Sasak Umum,diantar; dikembali-kan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)atonga(n,g)",tatonga(n,,Sasak Umum,diantarkan; dikembalikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)atuh,tatuh,,Sasak Umum,dilempar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)atuha(n,g)",tatuha(n,,Sasak Umum,dilemparkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)atur,tatur,,Sasak Umum,diatur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)atura(n,g)",tatura(n,,Sasak Umum,diaturkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aut,taut,,Sasak Umum,ditarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)auta(n,g)",tauta(n,,Sasak Umum,ditarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)awasin,tawasin,,Sasak Umum,diawasi; diancam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)awis,tawis,,Sasak Umum,disabit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)awisa(n,g)",tawisa(n,,Sasak Umum,disabitkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
